compound_id	PDB_ID	label
10074640	2A2A	5.0
24180719	2R2P	5.0
10138260	4RWI	5.72122
6918454	3O0G	5.0
9933475	2C47	5.0
644241	5U6B	5.0
11717001	3MDY	5.7447
11409972	3CBL	6.44358
11656518	6MOB	5.06048
10127622	1O6L	5.0
123631	2WEL	5.0
17755052	3DKC	5.0
16007391	6FT8	5.0
3025986	3E7O	5.0
44259	3GC8	5.0
44259	6FYL	8.08092
44259	2OO8	6.85356
216239	6RSU	5.0
447077	5UI0	7.50724
6450551	4KIK	5.0
11485656	3G2F	5.1079
11717001	3GC8	5.0
24779724	3QRJ	5.0
44259	4FR4	7.88273
24779724	6NCG	5.0
24889392	4A9U	5.0
5291	4EQU	5.0
208908	6URC	5.0
216239	6Y0A	6.5085
10461815	6TCA	5.0
16007391	3QRJ	5.0
11626560	4GV1	5.0
156422	4K33	5.0
5328940	2DQ7	7.95468
16722836	4L3L	5.69895
11712649	3D7U	5.04575
11409972	4OR5	6.72102
11338033	1XJD	5.0
11427553	6PK6	6.56848
5494449	1WAK	7.08566
44259	6YAT	9.5376
176167	4OTH	5.29242
11626560	3FXZ	5.0
6450551	6RSU	5.0
9809715	6RSU	6.82362
11409972	6RA7	7.16052
123631	4UY9	5.0
10427712	6Y0A	5.0
16722836	4B6L	5.79585
9933475	6RSU	5.0
3038525	6CMJ	5.0
5494449	2HW6	5.0
16725726	4I5P	5.0
10461815	5LXC	5.0
9915743	1WAK	5.0
10113978	6CJE	5.0
24180719	2W5A	5.30102
5494449	2CCH	5.0
11626560	6FYR	5.0
6450551	3E7O	5.0
4908365	2Y7J	5.76953
126565	2ZM3	5.37674
10427712	2HW6	6.05547
3062316	6TCA	5.0
153999	5AP1	5.0
10427712	4ANB	5.0
5328940	6CZ3	5.0
24180719	4W4V	5.0
10138260	6FDY	7.37572
11617559	4B9D	5.0
9884685	5U6B	5.0
126565	2HAK	7.0804
156414	6GRO	5.0
11338033	4UXL	5.0
5287969	5LWM	5.79585
6918454	6FER	5.0
10074640	5VIL	5.0
9809715	2VD5	5.0
447077	4FR4	5.60204
10113978	2XIK	5.0
176155	6GZD	7.12436
44259	5ES1	8.25964
10427712	3D7U	5.0
42642645	5VDK	5.0
10461815	4PF4	5.0
151194	4HOK	5.0
3025986	3A99	5.0
9809715	6BG2	7.85078
10074640	4QTB	5.0
51004351	4QTB	5.0
44259	1WAK	8.25181
6450551	4ANB	5.56862
208908	6GQQ	5.0
156414	6GR8	5.55283
10074640	5O0Y	5.0
10127622	2NRU	5.0
9926791	1Y57	5.0
447077	1WAK	5.0
156414	2W99	5.0
16038120	7B36	6.29234
9809715	2W5A	5.0
126565	6FYR	5.0
16722836	3GC8	5.0
9933475	3COK	5.67776
4908365	4I5P	5.0
6450551	5NKG	5.0
153999	4EQU	6.55269
51004351	7KAC	5.67776
123631	4GV1	5.0
11338033	4BBM	5.99996
9933475	4OR5	5.0
9933475	5NG0	7.00833
10138260	4ZZN	5.0
208908	2YEX	5.0
208908	4OR5	5.0
42642645	1J1B	5.0
5494449	6YKY	5.0
208908	5ES1	5.0
11485656	4D2W	5.0
51004351	3C0I	5.0
42642645	5VCZ	5.0
176870	3QRJ	5.08618
11364421	1XJD	5.0
156414	4HOK	6.37665
156414	5AP1	5.0
11617559	6GZD	5.0
10461815	6OP9	5.0
24180719	4LGD	5.0
10113978	4B9D	5.0
151194	6A32	7.01728
3062316	6TGU	5.0
176870	6SM8	5.0
11656518	2REI	5.0
3025986	3MDY	5.0
11667893	6RA7	5.0
11314340	4L3L	5.44369
10127622	4UAK	5.0
10427712	5EFQ	5.0
10461815	6P5M	5.06048
3062316	4UXL	5.0
24889392	5LXC	5.0
16007391	6URC	5.0
4908365	6S73	5.0
3038525	4A9U	5.0
5328940	1U59	5.79585
123631	2DQ7	5.0
10427712	6P5S	5.0
11712649	3V8S	5.0
4908365	3W2P	5.0
9926791	6X5G	5.45592
11656518	5UI0	5.0
10113978	3MY0	5.0
644241	3RNY	5.0
208908	6BFN	5.0
6450551	6GR8	8.85387
10127622	3QRJ	5.0
16722836	3G2F	5.53759
9915743	3DAK	5.0
3038525	3IEC	5.0
25243800	6A32	6.65738
5287969	5HID	5.0
11667893	6PK6	5.0
9933475	6S73	5.0
11314340	1UA2	7.15428
10461815	4IVA	6.36643
11717001	2REI	5.0
11617559	4QTB	5.0
11234052	6ZR5	5.0
126565	6B5J	5.67776
9933475	5E8X	5.76953
24779724	4BGQ	5.0
6918454	6T6F	5.0
11626560	4C57	5.0
208908	6YKY	5.0
151194	2EVA	5.0
9915743	4FR4	5.0
3081361	3A7I	5.0
10184653	6TGU	5.0
5291	5E8X	5.0
3038522	5BYZ	5.0
5328940	6FEK	5.0
447077	1CM8	5.0
3081361	3COK	6.20754
16007391	4IVA	5.0
42642645	2CCH	5.0
11485656	1U59	5.0
24779724	3A7I	5.0
9884685	4ZHX	5.0
11485656	3RNY	5.0
123631	6FT8	5.0
9915743	5VCZ	5.0
4908365	3A99	5.63825
9929127	6RSU	5.0
11364421	6URC	5.0
11364421	4AF3	5.0
11364421	5ORL	5.0
10184653	3TXO	5.0
4908365	3DAK	5.0
10461815	4UXL	5.52286
5291	4A9U	5.0
10138260	1UA2	6.03147
16725726	1QPC	5.0
10074640	4BGQ	5.0
3081361	6JUU	5.29242
3081361	3FXX	5.69895
11667893	5QIN	5.0
176870	4WNO	5.0
216239	5MJB	5.52286
5328940	3D7U	7.49349
216239	6NCG	5.0
5287969	5U6C	5.16748
9926791	6JUU	5.0
11667893	4JG8	5.0
11667893	6JQR	5.02227
156422	6FT8	5.0
9809715	5ES1	5.69895
11656518	6ZR5	5.0
11656518	4ZZN	5.0
5494449	3PP0	5.0
24779724	2W4O	5.0
176167	2W5A	5.0
9933475	6BG2	5.0
126565	2W5A	5.3098
153999	6JQR	5.72122
9884685	6YKY	5.0
3025986	2HW6	5.4202
3038525	3ALO	5.0
11667893	5NG0	5.03151
11617559	6CD6	5.0
3038525	4HOK	5.0
42642645	6N3O	5.0
16725726	2R2P	5.0
11617559	2HW6	5.0
5329102	6CJE	5.24412
11717001	6RCG	5.85384
176155	5U6C	5.0
44259	3HNG	6.82362
208908	2CCH	5.0
3038522	2HW6	5.0
151194	3SXS	5.0
3081361	2HW6	6.44358
11712649	6RCG	5.0
11656518	6DBK	5.0
11364421	3PLS	5.0
3025986	6OP9	5.0
10461815	2CMW	5.0
5329102	1WAK	6.60189
4908365	2XIK	5.50862
447077	4D2W	5.0
9933475	4D2W	5.0
126565	4LGD	8.60206
5329102	4YHJ	6.85356
151194	6GQQ	7.20691
11626560	6FD3	5.0
24889392	3ALO	5.0
11409972	4L3L	6.92046
11626560	3SXS	5.44369
4908365	3MY0	5.72122
176155	2EVA	5.0
11427553	4C57	6.58486
123631	3A7I	5.0
11364421	5JZN	5.22914
9884685	3A7I	5.0
176167	4WNO	5.0
17755052	3PLS	5.0
156414	4C57	6.99957
156414	5V5Y	5.0
11667893	6B5J	6.65738
5328940	5YKS	5.0
216239	2V7O	5.0
9926791	2R4B	5.0
24180719	5NKG	5.0
11717001	5I3R	5.0
10074640	4GV1	5.0
3062316	3A8X	5.0
10127622	6A32	5.0
10127622	5ORL	5.0
3081361	4ZHX	5.0
6918454	4FR4	5.0
3038525	2I1M	5.58501
447077	3A7I	5.58501
11712649	4GU6	5.0
11409972	4YHJ	5.0
17755052	4OTH	5.0
216239	3ENM	5.0
6918454	3MY0	5.0
11314340	6FYR	6.79561
44259	7B36	6.85356
10461815	3ENM	5.0
10427712	4L3L	5.0
11364421	2W5A	5.69895
16722836	4IVA	8.92082
9929127	6ZJF	5.0
11626560	6BXI	5.0
11409972	6FYR	5.25963
16722836	2I1M	6.20754
153999	5MYV	5.95857
216239	2X4F	5.0
10461815	1O6L	5.0
42642645	1CM8	6.40882
24779724	6T6F	5.0
176870	2OO8	5.0
151194	4GU6	5.0
11712649	3RNY	5.0
11338033	1U59	5.0
10184653	2CCH	5.0
9929127	2WEL	5.0
4908365	3KUL	5.0
447077	3G2F	5.0
11667893	1S9I	5.0
3038525	6FYL	5.0
10184653	2C47	5.0
5328940	2NRU	6.44358
9915743	5HVK	5.0
6918454	7KAC	5.0
11626560	5QIN	5.0
156414	6YKY	5.76953
208908	1J1B	5.0
24889392	4EQU	5.67776
5287969	6BDN	7.00393
16007391	1S9I	5.37674
5494449	4CRS	5.30102
6918454	5NKG	5.0
11234052	5JZN	5.0
44259	6NCG	5.0
153999	4BGQ	5.38721
10074640	5U6B	5.0
5291	6A32	7.50724
16038120	1Y57	6.55269
17755052	5V5Y	5.0
51004351	3A7I	5.0
5328940	4UY9	5.56862
25243800	4EWH	5.01772
208908	4W4V	5.0
11667893	3MDY	5.0
11314340	3KN6	5.0
3062316	2R2P	9.46852
9809715	2W4O	5.43179
16725726	3FXX	5.0
10127622	6OP9	5.0
24779724	4KS7	5.0
17755052	6BXI	5.0
5287969	6BFN	6.26753
24889392	3V8S	5.0
3038522	5ES1	5.0
156414	2HAK	5.0
11314340	6CD6	6.09146
44259	3KN6	6.05056
153999	3ZFM	5.0
16722836	4JG8	5.09151
9809715	3A8X	5.0
17755052	2R4B	5.0
447077	1J1B	5.0
151194	6BDN	5.0
3038525	1QPC	5.33723
10074640	6PK6	5.0
3062316	3ZFM	9.3098
24180719	4D2W	5.0
447077	2HAK	5.0
126565	6FT8	8.01323
5291	4KS7	5.0
10113978	6JUU	5.0
24180719	6NCG	5.0
208908	6FYL	5.0
16007391	3KUL	5.0
9884685	5MYV	5.0
11667893	4ITI	5.0
9915743	5QIN	5.0
123631	4K33	5.0
44259	3LCS	7.49349
151194	2CCH	5.0
11338033	5MJB	5.0
11626560	1UA2	6.48135
9915743	4RFM	5.0
11338033	1WAK	5.0
9884685	4ASZ	5.0
5329102	4ZHX	7.05012
5291	5CEQ	5.0
10184653	6SRH	5.0
11717001	4ZZN	5.0
5329102	3COK	6.72102
5494449	6YAT	6.69875
9933475	3MDY	5.0
6450551	1O6L	5.0
3038522	5VCZ	5.0
5328940	5A6N	5.0
42642645	5MJB	7.91721
16722836	4C57	8.92082
11717001	3DAK	5.0
3062316	6D3K	5.0
176155	1WAK	5.0
24889392	6FYV	5.0
16007391	3ZDU	5.0
11338033	1QPC	5.0
24779724	3FE3	5.0
153999	6OP9	5.0
11234052	4ASZ	5.0
11485656	3V8S	5.0
11485656	2F57	5.0
25243800	2BUJ	5.39793
11338033	4IVA	5.0
3038525	5NKG	5.0
644241	3SXS	5.0
6918454	2IWI	5.0
11485656	4WNO	5.0
11656518	2ZM3	5.0
16722836	6MOB	5.45592
6450551	3FE3	5.0
11314340	4ASZ	5.0
44259	6X5G	9.58503
5291	3BU3	5.0
176155	2HW6	5.0
10184653	3PP0	8.29243
176155	6OP9	5.0
42642645	4WNO	5.0
16007391	2A2A	5.0
5291	4UXL	5.0
10127622	2J51	5.0
5328940	6BDN	6.46839
44259	5MJB	6.61961
11717001	6FYV	5.0
42642645	2QLU	5.0
16038120	3OMV	5.0
11712649	4OTH	5.0
216239	6CJE	6.88572
644241	2XIK	5.0
3038522	5A6N	5.0
11338033	4KS7	5.0
9915743	4QTB	5.0
9926791	3O0G	5.0
176870	4YNO	5.0
11427553	4BBM	5.85384
208908	5VDK	5.0
44259	3S3I	5.0
126565	1UA2	7.05998
11338033	5LVO	5.0
3038522	3KUL	5.0
16038120	3ZDU	5.0
156414	5ES1	5.0
11656518	2BUJ	5.0
9929127	4CRS	5.0
176167	6SM8	5.0
11364421	4C57	6.74449
11338033	2F57	5.0
24180719	2BUJ	5.72122
16722836	4KS7	5.16114
6918454	6KZD	5.0
123631	2HAK	5.0
3081361	2BUJ	5.0
11427553	4EQU	7.88273
176870	6YKY	5.0
11485656	5UI0	5.0
9809715	4YHJ	7.767
10074640	5ES1	5.0
10184653	3QRJ	5.53759
11427553	5NKG	5.82388
17755052	2XIK	5.0
11656518	2YEX	5.0
11314340	3ZDU	5.95857
9809715	5AP1	7.65561
9809715	3ZDU	5.0
216239	2A2A	5.0
42642645	2DQ7	7.05502
9884685	2VD5	5.0
25243800	4WSQ	5.79585
3038525	5LWM	5.0
176167	6KZD	5.0
11427553	2A2A	5.7447
3025986	4ASZ	5.0
16038120	3PLS	6.2146
10427712	4ASZ	5.0
10074640	2R2P	5.0
9933475	6FYV	5.0
5494449	3OMV	5.0
9926791	5U6B	5.0
11314340	2J0I	6.00873
24779724	1O6L	5.0
24779724	7KAC	5.0
44259	3TXO	8.3098
6918454	4ZZN	5.0
6918454	2QLU	5.0
6918454	2WTK	5.0
11717001	3PLS	5.0
9884685	2WTK	5.0
10127622	5QIN	5.0
5329102	6FIO	5.69895
5494449	4ASZ	6.61961
176167	4W4V	5.0
24779724	5VIL	5.0
16722836	4WNO	6.56848
3025986	3HNG	5.00436
5494449	2VD5	5.0
126565	6CMJ	7.82102
208908	2RKU	5.0
216239	1Y57	5.0
176155	6TGU	5.0
42642645	2J0I	5.0
9926791	6SRH	5.0
5328940	6CJE	5.0
5328940	4ZHX	5.0
151194	6JQR	5.0
156414	6FIO	6.39783
51004351	2WEL	7.44249
11234052	4OR5	5.0
11338033	2NRU	5.0
4908365	3LCS	6.07567
17755052	3FE3	5.0
11338033	3SXS	5.0
16725726	4KIK	5.0
156414	4JG8	5.0
153999	4GU6	5.0
126565	6ZJF	8.29243
6918454	1UA2	5.0
156414	5J5T	5.0
10184653	2YEX	5.0
5494449	6SRH	5.72122
25243800	4H1J	5.0
9926791	3V8S	6.32781
17755052	5CEQ	5.0
10113978	6GRO	5.0
5328940	4ITI	5.0
10184653	4YHJ	5.0
153999	5NKG	5.0
5287969	4UY9	5.24412
51004351	4B6L	5.0
10461815	6C9H	6.5085
24889392	7KAC	5.0
4908365	5LVO	5.40892
176167	4B9D	5.0
11656518	4RWI	5.32789
11617559	2W99	5.0
25243800	6T6F	5.82388
9933475	2I1M	7.88273
11364421	5VDK	5.0
11409972	3BHH	5.0
10127622	6FEK	5.0
44259	4GU6	7.19314
24779724	1U59	5.0
6450551	4ITI	5.60204
11656518	3LCS	5.0
51004351	3COK	7.1798
156414	3D7U	5.21466
3081361	3A8X	5.0
5328940	5UI0	5.0
3062316	3D7U	8.95861
9926791	2HW6	5.0
3038522	6P5M	5.0
10127622	6RA7	5.0
24889392	4UAK	5.0
10184653	3SXS	5.0
9884685	1U59	5.0
5291	2EVA	5.0
11667893	6X5G	5.0
5287969	4UAK	5.48147
11667893	6FEK	5.0
176155	6CJE	5.0
5494449	1CM8	5.0
16038120	3HNG	6.25956
11667893	6CZ3	5.99996
11409972	4K33	5.40892
16725726	2DQ7	5.0
126565	5JZN	5.0
3038522	4RWI	5.0
11656518	3OMV	6.40882
3062316	2ZM3	5.0
126565	6N3O	8.37675
3038522	4OTH	5.0
10138260	5QIN	5.0
9809715	6GRO	5.0
11617559	6RCG	5.0
11717001	1UA2	5.0
9929127	6CMJ	5.0
176155	4GU6	5.0
42642645	4UAK	6.48135
16038120	6SRH	7.53611
9884685	3ZDU	5.0
11364421	4H1J	6.5085
156414	6JPJ	5.0
176870	6CZ3	5.0
156422	6GZD	5.0
9929127	3A7I	5.0
11617559	6FYR	5.0
11626560	5U6B	8.10237
153999	2XIK	5.0
11364421	5EFQ	5.0
11656518	3QRJ	5.0
11314340	4FGB	5.0
3062316	6FEK	5.0
644241	4GV1	5.0
17755052	4UAK	5.0
11427553	4H1J	6.11913
176155	6FYL	5.0
16038120	5ES1	7.91721
126565	3S3I	5.0
156414	6ZJF	5.13667
123631	5ES1	5.0
10461815	4H1J	6.04091
9933475	3BU3	5.0
123631	6CZ3	5.0
25243800	6FD3	5.0
42642645	3OMV	5.35654
5328940	2X4F	5.0
126565	5BYZ	5.95857
17755052	4ASZ	5.0
3038525	6PK6	5.0
10138260	4EQU	6.63808
24889392	3O0G	5.0
10074640	6Y0A	5.0
11364421	5E8X	5.0
51004351	6FYV	6.38711
51004351	6D3K	5.16114
10461815	5E8X	5.0
6450551	2HW6	5.0
9884685	2RKU	5.0
3025986	1S9I	5.0
11338033	2R4B	5.0
24889392	4ANB	5.0
25243800	4KS7	5.95857
24180719	6GZD	5.0
17755052	6GQQ	5.0
5287969	2HAK	5.0
5329102	2A2A	6.82362
10461815	2R4B	5.0
11364421	3ZFM	5.0
644241	2F57	5.0
151194	5O0Y	5.0
447077	4YNO	5.0
123631	2X4F	5.0
11314340	5QIN	5.0
4908365	6GQQ	6.33715
5287969	6FIO	5.0
156414	3QRJ	5.49484
6450551	6YKY	5.0
17755052	4B9D	5.0
16725726	3IEC	6.14261
11338033	5NG0	5.0
25243800	4MQ1	5.63825
11409972	6NCG	5.0
17755052	3WAR	5.0
4908365	4JG8	6.35645
6918454	6OP9	5.0
10138260	2VD5	5.0
42642645	3A8X	5.0
11338033	3LCS	5.0
176167	2XYN	5.0
153999	3A99	6.56848
16725726	4YNO	5.0
10461815	6BXI	5.0
16038120	2JAM	5.52286
11364421	1Y57	5.0
3025986	4YNO	5.0
6918454	4ITI	5.0
24180719	4BBM	5.0
5494449	4B9D	5.0
156414	4PF4	5.0
51004351	3V8S	5.1079
126565	5MYV	7.29158
6450551	3IEC	5.0
10138260	2DQ7	5.58501
9929127	4RFM	5.0
6450551	2XIK	5.0
10074640	3DAK	5.0
10138260	5LXC	5.88602
24889392	3BHH	5.0
24180719	6RUU	5.0
5287969	4UXL	5.0
5287969	2X4F	5.0
10138260	4ANB	7.11295
10127622	6C9H	5.0
25243800	6CD6	5.0
9915743	4JG8	5.0
25243800	4GV1	5.0
10427712	4EWH	5.0
11656518	4UXL	5.0
9915743	3KUL	5.0
9884685	6BFN	5.0
11234052	5LWM	5.0
11485656	2HW6	5.3098
11656518	4FR4	5.0
3062316	1Y57	9.50864
9884685	4YHJ	5.0
10074640	6OP9	5.0
6450551	6Y0A	5.0
10113978	4QTB	5.0
9884685	3TXO	5.0
4908365	3KN6	5.0
24779724	4PF4	5.0
176870	1XJD	5.0
208908	2QLU	5.0
153999	5HID	5.0
42642645	2Y7J	5.0
11626560	3BU3	6.46839
24889392	5MYV	5.0
10127622	6DBK	5.0
51004351	5YKS	5.0
176870	6BFN	5.0
3062316	2A2A	5.0
10427712	1CM8	5.0
3081361	4UY9	5.0
176167	6SRH	5.0
6450551	3A8X	5.0
216239	6OP9	5.0
9933475	4UY9	5.0
10113978	3G2F	5.0
11667893	4GV1	5.0
5287969	2DQ7	5.0
11409972	2J51	7.63639
3062316	6BG2	5.0
208908	4ZHX	5.0
176870	6MOB	5.0
17755052	5NKG	5.0
3081361	6YZ4	5.0
11234052	3ZDU	5.0
9933475	3G2F	5.0
9915743	5MJB	5.0
4908365	2V7O	5.0
11364421	6BG2	5.0
11409972	6GZD	5.0
176167	2C47	5.0
11656518	2Y7J	5.0
9929127	6OP9	5.0
10127622	2V7O	5.0
10074640	3PP0	5.92078
176167	5H0B	5.0
10184653	3KN6	5.0
16725726	4TPT	5.0
24180719	6GQQ	5.67776
447077	4HOK	5.0
42642645	3WAR	5.0
156414	6MOB	5.10237
11485656	5YKS	5.0
16007391	3G2F	5.0
17755052	4A9U	5.0
5494449	4WNO	5.0
42642645	1XJD	5.0
25243800	2HAK	5.0
5329102	3MY0	5.0
44259	5HVK	6.31867
9915743	3A99	5.0
176167	1U59	5.0
9884685	2CMW	5.0
11485656	6A32	8.36653
17755052	4WSQ	5.04095
208908	3FE3	5.0
5287969	6PK6	5.0
24180719	6FDY	5.0
151194	3ZFM	5.0
16038120	5LXC	5.0
9809715	6RA7	7.27491
447077	3KN6	5.0
16725726	4ZHX	5.0
10461815	4ZZN	5.0
17755052	3RNY	5.0
9926791	4EWH	5.0
17755052	3BHH	5.0
11712649	6X5G	5.0
176155	3FXZ	5.0
3081361	6CD6	5.0
10138260	5MYV	6.69875
5329102	6TCA	5.0
11712649	5ORL	8.18046
11717001	2DQ7	5.0
6918454	4JG8	5.0
10138260	6BDN	6.5085
11338033	2IWI	5.0
10113978	5AP1	6.82362
176870	4WSQ	5.92078
42642645	3BU3	6.67757
151194	3W2P	5.0
10074640	4ZHX	5.0
5329102	4WSQ	7.95468
11364421	4UAK	5.0
11626560	6S73	5.24412
9926791	6RCG	5.0
11364421	6BXI	5.0
123631	4D2W	5.0
9884685	4B9D	5.0
123631	2J0I	5.0
3038522	6P5S	5.0
9929127	3ZDU	5.0
9926791	3MDY	5.0
6918454	3S3I	5.0
3025986	4EQU	5.0
123631	6GQQ	5.0
9915743	4B6L	5.0
16038120	6RA7	5.92078
5494449	5H0B	5.2076
11234052	5EFQ	5.0
16725726	5LXC	5.0
11338033	3ENM	5.0
17755052	2A2A	5.0
4908365	3HNG	7.27491
16007391	3D7U	5.4202
9929127	6URC	5.0
153999	3DAK	5.0
5329102	3ALO	6.15484
10127622	3O0G	5.0
176870	1O6L	5.0
9926791	6GRO	5.0
5329102	3DAK	6.27564
11717001	2NRU	5.0
11617559	5ES1	5.0
156414	4BBM	5.0
17755052	5BYZ	5.0
42642645	6FYR	5.0
10461815	3BU3	5.63825
9809715	6A32	7.79317
3081361	2CCH	5.0
11364421	6S73	5.21466
176155	2ZM3	5.0
11409972	3W2P	5.0
176870	2W5A	5.0
11656518	2EVA	6.30972
176155	5LWM	5.0
16722836	6DBK	6.34669
11409972	3PLS	6.31867
447077	3HNG	7.63639
3062316	5J5T	6.19375
5328940	6RCG	6.61961
10184653	4ASZ	5.0
10113978	4IVA	5.76953
42642645	5I3R	5.0
9926791	4EQU	5.0
11626560	5J5T	7.12436
10427712	5CEQ	5.0
51004351	3D7U	5.06048
6918454	3DKC	5.0
3081361	6DBK	5.0
5494449	5U6B	6.67757
3025986	3BHH	5.0
10138260	5ES1	5.69895
153999	2XYN	5.0
5328940	3DKC	5.16748
6450551	3SXS	5.0
10127622	1CM8	5.0
9915743	6SRH	5.0
5287969	4GU6	5.0
176155	2F57	5.0
10427712	5O0Y	5.0
11656518	4UAK	5.0
11617559	3FXX	5.0
42642645	1UA2	8.42022
24180719	3ZDU	5.0
11717001	1J1B	5.0
11409972	3C0I	5.0
11626560	2XIK	5.0
11667893	4B9D	5.0
11314340	2C47	6.4201
156422	6N3O	5.0
153999	3IEC	5.0
10461815	7KAC	6.82362
10127622	6FT8	5.0
16007391	2C47	5.0
9915743	6YKY	5.0
9933475	2F57	5.0
10184653	2IWI	5.0
208908	6SRH	5.0
11338033	4JG8	5.0
5328940	4ASZ	5.92078
9884685	6N3O	5.0
3025986	2V7O	5.0
24889392	5CEQ	5.0
3025986	6FT8	6.38711
5291	6CD6	5.0
11234052	4RWI	7.00393
6918454	5JZN	5.0
6918454	6ZR5	5.0
11234052	6YZ4	5.0
11617559	4RFM	5.0
10127622	4PF4	5.0
3038525	5MJB	5.2076
44259	1XJD	8.0655
11712649	5YKS	5.0
126565	3QRJ	5.0
10461815	5H0B	5.0
123631	4ITI	5.0
16007391	4EWH	5.0
5494449	2JAM	5.18708
3025986	4PF4	5.0
126565	4H1J	7.38616
156422	1CM8	8.52288
6450551	2F57	5.0
10113978	3SXS	5.0
5328940	6FIO	6.92046
10138260	4HOK	6.46839
3062316	2IWI	5.0
447077	3SOC	7.99568
11717001	3OMV	8.17393
11409972	4ANB	5.0
9884685	4K33	5.0
9809715	3ALO	5.43179
9929127	3W2P	5.0
17755052	5U6B	5.0
447077	3SXS	7.49349
5329102	7KAC	7.79317
447077	6P5M	5.0
11712649	3PLS	5.0
3062316	6QAV	5.0
51004351	6URC	5.63825
51004351	2NRU	5.0
11338033	3COK	5.0
11485656	2I1M	8.45593
11409972	5HVK	6.11345
176155	3OMV	6.00873
16725726	5HID	5.0
644241	4QTB	5.0
176167	3A7I	5.0
216239	3DAK	5.0
11364421	2WTK	5.0
3038522	6CD6	5.0
5291	2YEX	5.0
3038525	2XYN	5.72122
176167	4GV1	5.0
10113978	4ANB	5.0
4908365	3C0I	5.0
123631	3W2P	6.85356
11338033	4YHJ	5.0
5328940	6JPJ	5.0
176870	6RSU	5.50862
16722836	5JZN	6.72102
16722836	5A6N	8.88606
176155	4OR5	5.0
24889392	6DBK	5.0
3025986	5L6P	5.0
4908365	6QAV	6.34669
3038522	2X4F	5.0
3062316	6BFN	5.0
9933475	3A99	5.0
42642645	3HNG	8.40894
208908	3HNG	5.0
9884685	3SOC	5.0
16007391	3LCS	5.0
5287969	5LXC	5.0
44259	4ZHX	7.91721
176155	5BYZ	5.0
11364421	3DAK	5.0
156414	2R4B	8.18046
17755052	3ALO	5.0
11656518	6YZ4	5.0
5329102	4UAK	5.0
16007391	6GZD	5.0
176870	6KZD	5.0
11712649	2XYN	5.48147
44259	2VD5	8.4437
3081361	4ANB	5.7447
3038525	5E8X	5.0
6918454	4EWH	5.0
24889392	3BU3	5.0
644241	5L6P	5.99996
5494449	4A9U	5.0
126565	6MOB	6.4201
24779724	6ZR5	5.37674
208908	2W4O	5.0
10138260	3A7I	6.99957
3062316	5LXC	5.0
11656518	4KIK	5.0
3081361	3IEC	5.0
25243800	6MOB	5.0
5328940	2R2P	7.56703
126565	6RA7	8.25964
4908365	4A9U	5.0
9926791	3ZFM	5.0
3081361	4W4V	5.0
176870	4D2W	5.0
16038120	2RKU	7.6968
6450551	6FYR	5.0
42642645	6ZJF	5.0
11409972	3KUL	7.74232
156422	6KZD	6.72102
44259	5V5Y	5.79585
126565	3ENM	7.35556
51004351	2W99	5.0
6450551	5L6P	5.0
11364421	1QPC	5.0
11712649	6ZJF	8.08619
216239	4L3L	5.0
17755052	2CCH	5.0
9884685	6QAV	5.0
11427553	5MJB	5.60204
11656518	6BFN	5.0
208908	3ZFM	5.0
11656518	4YNO	5.0
5494449	6URC	5.2518
9926791	4AF3	5.0
16007391	4YJT	5.0
216239	3BHH	5.0
3038525	3D7U	5.0
151194	3SOC	5.0
24889392	2HAK	5.0
9929127	5HID	5.0
11485656	6PK6	5.0
24779724	3IEC	5.0
208908	5A6N	5.0
24779724	6BXI	5.0
11234052	4C57	5.0
10461815	3OMV	5.0
4908365	4EWH	6.06043
644241	4AF3	5.0
9933475	4ZHX	5.0
10138260	1WAK	5.39793
10184653	6CMJ	5.0
24779724	5EFQ	5.0
25243800	4KIK	5.0
11485656	5NKG	5.0
17755052	2RKU	5.0
25243800	6QAV	5.3098
16007391	5U6C	5.0
5328940	4RFM	5.76953
3081361	2CMW	5.0
9884685	7KAC	5.0
17755052	4GU6	5.0
10461815	5ORL	5.0
5328940	5E8X	5.0
9926791	2W4O	5.0
126565	2OO8	6.20059
11338033	6OP9	5.0
44259	4HOK	7.13608
216239	2CMW	5.0
11667893	2W4O	5.0
10138260	3FE3	5.95857
447077	6JUU	6.52273
24779724	3LCS	5.0
153999	5ES1	5.0
3025986	6SM8	5.0
11234052	3FE3	5.0
126565	5H0B	6.56848
10138260	6RA7	7.04528
3038522	6GR8	5.79585
11717001	2HW6	5.0
11234052	4H1J	5.0
5494449	4JG8	5.19381
644241	6RCG	5.0
9915743	3ZFM	5.0
25243800	6SM8	5.43179
3038525	5VIL	5.0
5494449	2X4F	5.65756
11314340	3OMV	5.0
11314340	5L6P	5.0
11485656	6JQR	7.79317
153999	1Y57	5.0
9926791	4D2W	5.0
11717001	1CM8	5.0
3081361	6FYR	5.0
10113978	6MOB	5.99996
11717001	3BU3	5.0
5291	2REI	5.0
5328940	4C57	8.85387
176870	6DBK	5.0
5287969	2WEL	5.79585
176167	4IVA	5.0
11364421	4ASZ	5.0
153999	2X4F	5.0
5328940	3SOC	5.0
3038522	6ZJF	5.0
156414	2YEX	5.0
17755052	2REI	5.0
3038522	4D2W	5.0
11234052	6QAV	5.0
11617559	2CMW	5.0
11667893	5VIL	5.0
24180719	6MOB	5.0
11234052	4K33	6.79561
10074640	3E7O	5.0
24779724	3OMV	5.0
9926791	5MYV	5.0
24180719	3FE3	5.0
