PDB_ID	compound_id	label
3ENM	10138260	5.25963
1WAK	42642645	5.0
2HW6	24889392	5.0
6S73	11667893	5.0
3TXO	44259	8.3098
6RA7	24180719	5.60204
2J0I	176870	5.0
6GRO	11364421	5.61977
4ITI	3081361	5.0
5UI0	176870	5.0
5HVK	11717001	5.0
6TGU	5494449	5.0
5BYZ	9884685	5.0
6T6F	156422	5.0
6NCG	11338033	5.0
2W4O	151194	5.0
2BUJ	10427712	6.26753
1Y57	4908365	5.61977
6YAT	126565	8.50864
3ZFM	11338033	5.0
6FEK	42642645	8.5376
6DBK	44259	5.50862
5U6C	151194	5.0
4I5P	156422	5.0
4EQU	176155	5.0
5QIN	5291	5.0
6FYL	16722836	5.63825
4GV1	9926791	5.0
2XIK	42642645	5.24412
6X5G	44259	9.58503
2IWI	156414	5.0
4YJT	6918454	5.0
4WB8	11338033	5.0
6SM8	5494449	5.0
4OTH	3062316	5.0
3LCS	16722836	6.18702
6TCA	3081361	5.0
6SRH	176155	5.0
4B9D	5291	5.0
2HAK	156422	5.0
1UA2	11485656	5.53759
3LCS	42642645	7.16052
6CZ3	11485656	5.0
2NRU	10074640	5.0
6TGU	3062316	5.0
6Y0A	11617559	5.0
3LCS	11485656	5.79585
6URC	126565	8.23657
3FXZ	176155	5.0
6OP9	25243800	6.92046
6OP9	11364421	5.0
4H1J	6918454	5.0
2A2A	4908365	5.46851
6FDY	176155	5.0
5CEQ	24889392	5.0
2A2A	3081361	5.0
5YKS	11314340	5.0
3ENM	9926791	5.0
2R4B	5291	5.0
3KN6	9884685	5.0
4A9U	156422	5.0
3O0G	24180719	5.0
5HVK	11626560	6.08087
1J1B	644241	5.0
2R2P	3062316	9.46852
5VIL	5494449	5.0
4EWH	44259	7.79317
3ALO	3081361	5.0
6BXI	156422	5.0
2ZM3	17755052	5.0
3PP0	11485656	5.0
4A9U	17755052	5.0
5O0Y	4908365	5.0
6GRO	9933475	5.0
4YNO	176870	5.0
6PK6	24180719	5.0
3GC8	10461815	5.0
2OO8	11364421	5.0
2VD5	44259	8.4437
6GRO	9926791	5.0
3RNY	123631	5.0
3G2F	11617559	5.0
5LVO	10427712	5.0
6RA7	123631	5.16114
6GQQ	24889392	7.05998
3MDY	11667893	5.0
2J51	11314340	5.0
2OO8	644241	5.99996
6CJE	9926791	5.79585
4KS7	6450551	5.0
4UAK	16038120	5.31875
6MOB	10138260	6.46839
2BUJ	644241	5.0
2V7O	123631	5.0
5YKS	24889392	5.0
4WB8	42642645	5.0
6CMJ	153999	5.61977
6FYR	11364421	6.20059
3C0I	156414	5.0
6JQR	11626560	5.52286
3BHH	16725726	5.0
4UY9	9884685	5.0
4MQ1	9926791	5.0
2NRU	208908	5.0
6FYV	11409972	6.53745
5MJB	16725726	5.0
4HOK	9933475	5.55283
2A2A	11617559	5.0
3WAR	208908	5.0
3BU3	156414	5.0
6CZ3	24180719	7.31785
4QTB	176870	5.0
4QTB	25243800	5.0
6CJE	11717001	5.0
4UY9	17755052	5.0
6ZR5	11485656	5.0
4L3L	16725726	5.0
6S73	11364421	5.21466
3IEC	5494449	5.85384
2F57	644241	5.0
3RNY	3081361	5.0
6GZD	6450551	5.0
4K33	123631	5.0
6TCA	11717001	5.0
6RA7	176870	5.34678
3FXX	11364421	5.0
6D3K	9884685	5.0
2OO8	17755052	5.0
4KS7	5494449	5.01322
6FD3	24889392	5.0
4H1J	10461815	6.04091
6FER	126565	6.39783
6GR8	5291	5.0
6FD3	10138260	6.72102
4JG8	11364421	5.0
5L6P	176155	5.0
5EFQ	644241	5.0
6GZD	11409972	5.0
6BFN	44259	7.39686
6DBK	176155	5.0
2R2P	42642645	8.17393
6JUU	11409972	8.61979
4I5P	16038120	5.92078
4MQ1	16722836	5.0
3LCS	11338033	5.0
6Y0A	126565	5.0969
4KIK	9926791	5.0
3OMV	10461815	5.0
2A2A	10113978	5.0
2C47	11485656	5.0
3KN6	16722836	5.35654
6FD3	17755052	5.0
4CRS	25243800	5.0
3RNY	25243800	5.0
1CM8	11364421	5.0
3PP0	9926791	5.0
4KIK	4908365	5.0
5VCZ	126565	5.0
3S3I	16725726	5.0
3C0I	4908365	5.0
6ZR5	10074640	5.0
6DBK	11667893	5.0
3A7I	10427712	5.0
5EFQ	24889392	5.0
6TGU	16038120	5.01772
4OTH	11314340	6.67757
6TCA	9926791	5.0
6ZJF	126565	8.29243
4OTH	176155	5.0
6FYV	24889392	5.0
5HVK	156414	5.0
6CMJ	42642645	5.35654
6CMJ	151194	5.0
5I3R	153999	6.36643
2R2P	9926791	5.0
5L6P	16038120	5.72122
6DBK	176870	5.0
2HW6	644241	5.0
3WAR	10138260	5.72122
5HVK	24889392	5.0
5I3R	3081361	5.0
3KUL	24889392	5.0
6ZJF	176870	5.02687
3TXO	16038120	5.0
7KAC	11617559	5.0
5L6P	123631	5.0
6RCG	3081361	5.0
6FD3	11338033	5.0
5HVK	10427712	5.0
2IWI	644241	5.0
4CRS	10113978	5.0
5HVK	10113978	6.14261
4RFM	24889392	5.0
4FR4	10074640	5.0
3FE3	11626560	5.0
5A6N	9884685	6.07567
3WAR	11485656	5.0
3C0I	11667893	5.0
6PK6	4908365	5.06048
1QPC	16725726	5.0
6BFN	5494449	5.0
5BYZ	10138260	5.0
6D3K	16038120	5.0
2CMW	17755052	5.0
4BBM	11485656	5.0
2BUJ	176870	5.0
4OTH	10427712	5.0
3BU3	10074640	5.0
2IWI	42642645	5.0
3FXZ	126565	7.52143
4YNO	9926791	5.0
2CMW	6450551	5.0
1J1B	153999	5.58501
4HOK	9884685	5.0
5L6P	3038522	5.0
5MJB	10113978	5.0
5BYZ	24180719	5.0
3RNY	3062316	5.0
5JZN	5494449	5.0
6OP9	24889392	5.0
2BUJ	3062316	5.0
6GRO	153999	5.0
6QAV	11667893	5.0
4ITI	16722836	5.27572
6RA7	6918454	5.0
4IVA	16722836	8.92082
2J51	3081361	7.02182
3FXZ	6450551	5.0
6QAV	6450551	5.00436
2RKU	176870	5.0
4QTB	42642645	5.0
3KUL	3081361	7.04048
4HOK	11485656	5.0
2REI	11717001	5.0
3WAR	9933475	5.0
6FDY	25243800	5.00436
5J5T	24180719	5.0
3KN6	5291	5.0
4L3L	11485656	5.55283
4PF4	208908	5.0
3G2F	3062316	5.0
3PP0	9933475	5.52286
2R2P	16038120	5.43179
4UAK	11667893	5.0
4I5P	10138260	5.0
6X5G	10427712	5.0
3QRJ	126565	5.0
5HID	151194	5.0
4FR4	9933475	5.0
2C47	153999	5.0
4I5P	11314340	5.0
2CMW	3038522	5.0
3S3I	5291	5.0
6BFN	123631	7.16052
5O0Y	153999	5.0
5LXC	11409972	6.67757
3FXZ	10113978	5.0
4WB8	208908	5.0
2DQ7	10113978	5.56862
6BG2	10113978	5.0
4EWH	11626560	6.11913
4ZZN	11338033	5.0
3CBL	156422	5.0
5CEQ	24180719	5.0
4UAK	17755052	5.0
6FYR	126565	5.0
4YJT	42642645	6.55269
5L6P	16722836	5.0
6FEK	3081361	5.0
3GC8	44259	5.0
5VDK	156422	5.0
4GV1	25243800	5.0
5HID	11617559	5.0
5H0B	17755052	5.0
5QIN	126565	6.26753
6FYR	11485656	5.0
6FYV	3081361	5.0
5ES1	11314340	5.0
5YKS	153999	5.0
4C57	11717001	5.0
5LVO	11717001	5.0
2EVA	10427712	5.63825
4UY9	11338033	5.0
6FD3	16038120	7.53611
3A7I	11364421	5.0
6JUU	11338033	5.0
5NKG	6918454	5.0
2I1M	156422	5.09151
3ZDU	11626560	5.0
5HVK	208908	5.0
6SM8	153999	5.0
2XIK	11667893	5.0
6S73	3062316	5.0
4KIK	10138260	5.27572
5QIN	3038522	5.0
2QLU	156414	5.0
3ZFM	151194	5.0
4OR5	3081361	5.0
6MOB	151194	5.0
5VIL	16725726	5.0
4ANB	156422	5.0
3S3I	11338033	5.0
5QIN	11667893	5.0
6YKY	11338033	5.0
4YJT	10461815	5.0
3QRJ	11338033	5.0
4A9U	24889392	5.0
6CJE	10427712	6.14261
4UXL	4908365	5.34678
4KS7	10074640	5.0
6B5J	16722836	5.7447
5VDK	156414	5.0
3C0I	9933475	5.0
3BHH	156422	5.0
6JQR	44259	8.46852
6B5J	644241	6.44358
3MDY	11338033	5.0
5MJB	5494449	5.72122
4ZHX	9884685	5.0
5NG0	11364421	5.0
5I3R	3038522	5.0
5ORL	11485656	5.79585
3IEC	16038120	7.35556
2A2A	24889392	5.0
2J51	17755052	5.0
1UA2	44259	7.34582
6CMJ	11717001	5.0
6TCA	11338033	5.0
2X4F	11485656	5.0
5U6C	3081361	5.85384
4AGU	11364421	5.0
3FXX	17755052	5.0
4MQ1	6918454	5.0
1CM8	3062316	5.0
4KS7	208908	5.0
4RWI	10138260	5.72122
4FR4	11364421	5.0
3RNY	11485656	5.0
4JG8	11667893	5.0
6FDY	6450551	6.17386
2R2P	11667893	5.0
5CEQ	151194	5.0
3A7I	176155	5.0
5ORL	6918454	5.0
2OO8	4908365	5.0
3HNG	5291	5.0
6FD3	176870	5.0
6CZ3	6918454	5.0
6JUU	5291	5.58501
6JUU	644241	7.95468
3WAR	5291	5.0
3HNG	10427712	5.0
2ZM3	6918454	5.0
6ZR5	9884685	5.0
4ZHX	123631	5.0
6P5M	11409972	6.40882
3A7I	16722836	5.0
6B5J	208908	5.0
2EVA	11485656	5.0
4WSQ	11338033	5.0
1XJD	44259	8.0655
2WTK	16725726	5.0
2REI	9933475	6.20754
4OR5	4908365	5.0
2XIK	11364421	5.0
1O6L	208908	5.0
5O0Y	17755052	5.0
4ANB	9926791	5.0
3C0I	3081361	5.0
2ZM3	44259	6.67757
6QAV	156422	5.0
6YZ4	126565	7.09637
3OMV	176155	6.00873
3SOC	5494449	5.0
4WB8	123631	5.0
2F57	153999	5.0
6YZ4	5494449	5.0
5NKG	24180719	5.0
6FYR	4908365	5.0
6GRO	10113978	5.0
2RKU	6918454	5.0
3SOC	11626560	5.0
3ALO	10113978	6.22907
2J51	5494449	7.08566
5MJB	3038522	5.0
2NRU	44259	8.74473
2I1M	3062316	9.16749
4FR4	208908	5.0
6RA7	16725726	5.0
4ASZ	16725726	5.0
2HW6	4908365	5.0
6FER	42642645	8.4318
4AGU	3062316	5.0
5O0Y	176870	5.0
3KN6	4908365	5.0
6JPJ	10113978	5.55283
4KS7	156422	5.0
6RCG	16038120	5.0
4GU6	16722836	7.37572
3KUL	3062316	9.46852
4AGU	153999	5.0
1J1B	156414	5.0
4EQU	3081361	7.09098
4GU6	5494449	5.0
6CJE	3081361	5.76953
3PLS	176155	5.0
2WTK	11617559	5.0
6OP9	6450551	5.0
4ANB	11485656	5.0
3GC8	153999	5.0
5AP1	42642645	6.36643
5MYV	16722836	6.99957
2R4B	153999	5.0
5E8X	44259	5.69895
7KAC	123631	5.0
6FD3	176155	5.0
2J0I	11338033	5.0
2CMW	11667893	5.0
6JQR	10113978	5.01772
6P5M	10074640	5.0
4EQU	123631	6.32781
4KS7	9926791	5.0
7B36	10074640	5.0
3WAR	17755052	5.0
6PK6	11717001	5.0
5VCZ	11364421	5.0
2VD5	5291	5.0
4TPT	11338033	5.0
2V7O	3081361	5.0
6X5G	6450551	5.0
2OO8	208908	5.0
6CJE	10138260	5.25963
6Y0A	24889392	5.0
3MDY	11409972	5.0
4UY9	11485656	5.0
2J0I	10074640	5.0
4CRS	9884685	5.0
3DAK	11485656	5.0
6FDY	9933475	5.0
4YNO	123631	5.0
2C47	644241	5.0
6P5M	3062316	5.0
2W4O	24180719	5.0
3W2P	3062316	5.63825
6T6F	3062316	5.0
6RCG	24889392	5.0
5BYZ	11626560	6.29234
2V7O	6450551	5.0
6RUU	10074640	5.0
7KAC	16725726	5.0
6GQQ	16038120	6.02683
2J0I	16725726	7.74232
3V8S	6918454	5.0
6CD6	3062316	5.0
3KUL	156414	5.69895
4ZHX	5494449	6.45581
5A6N	156414	5.0
5LWM	5291	5.0
2QLU	44259	5.33723
6RCG	9933475	5.0
6JQR	10138260	7.35556
6MOB	11409972	6.44358
3C0I	42642645	5.0
3COK	156414	5.0
6BFN	16038120	7.34582
6NCG	5291	5.0
3W2P	10113978	5.0
6RA7	11717001	5.63825
4AGU	42642645	5.0
2J51	16722836	6.16743
2HAK	42642645	5.0
4EQU	9884685	5.0
6JUU	17755052	5.0
2BUJ	11409972	5.0
6NCG	16038120	5.0
4ASZ	11626560	7.43063
6RSU	11314340	5.0
6BXI	156414	5.0
6QAV	6918454	5.0
6S73	3038522	5.0
4UXL	644241	5.0
2ZM3	9933475	5.0
6FYV	9884685	5.0
4GV1	11338033	5.0
6FYL	11717001	5.0
6JUU	3062316	7.34582
4RWI	10427712	5.0
4GV1	11667893	5.0
4FGB	3062316	5.0
3C0I	123631	5.0
3BU3	208908	5.0
4FR4	11717001	5.0
5U6B	16725726	5.0
3OMV	16722836	5.0
5L6P	3081361	5.0
3ENM	3038522	5.0
3PLS	11314340	5.0
3C0I	10074640	5.0
5H0B	42642645	7.82102
5EFQ	9884685	5.0
6DBK	17755052	5.0
2R2P	10427712	5.0
6FYR	25243800	5.0
2RKU	11626560	5.0
4AGU	25243800	5.0
6FYV	11338033	5.1549
3A7I	11485656	5.0
5JZN	156414	5.0
6FYR	123631	5.0
2XIK	123631	5.0
6CZ3	9933475	6.25173
6C9H	208908	5.0
4B6L	11314340	5.0
2EVA	3062316	5.43179
5MJB	44259	6.61961
3FE3	156422	5.0
3KN6	10138260	5.82388
6GRO	5494449	5.0
6CMJ	10138260	5.60204
2CMW	16725726	5.0
1Y57	17755052	5.0
6YZ4	3081361	5.0
4TPT	24180719	6.20754
2J51	208908	5.48147
2XYN	11617559	5.0
3S3I	11667893	5.0
2J51	24180719	5.29242
4I5P	151194	5.0
6YZ4	11667893	5.0
5I3R	16038120	5.72122
3MY0	16722836	5.61977
6Y0A	16722836	5.0
6YAT	11338033	5.0
4OR5	10113978	5.0
6YAT	10138260	6.88572
6SM8	10113978	5.0
1XJD	16722836	5.0
3LCS	24180719	5.0
3A7I	11667893	5.0
4YJT	44259	7.85078
4PF4	3062316	5.0
7B36	156414	5.0
2X4F	151194	5.0
5NG0	126565	6.19375
5V5Y	11314340	5.0
6D3K	10074640	5.0
2HW6	9884685	5.0
6CD6	10074640	5.0
6RCG	3062316	5.0
6B5J	10074640	5.0
3IEC	10461815	5.44369
3A7I	126565	6.11913
2VD5	156422	5.0
3CBL	9933475	5.0
6B5J	6450551	5.0
3BU3	5291	5.0
6YAT	44259	9.5376
3COK	176870	5.72122
6RCG	126565	5.0
6ZJF	10138260	6.49471
3IEC	11617559	5.0
5H0B	6450551	5.0
2HW6	176870	6.16109
6SRH	16038120	7.53611
6TGU	11314340	5.4202
5YKS	6450551	5.0
6TGU	123631	5.0
6FT8	11626560	5.0
4D2W	11617559	5.0
3DAK	153999	5.0
3PLS	10138260	5.0
2RKU	4908365	5.0
6Y0A	5291	5.0
4RWI	176155	5.0
6TGU	16725726	5.0
5ES1	3081361	5.0
4TPT	6450551	5.0
6JUU	11364421	5.0
4UY9	11717001	5.0
5H0B	4908365	5.43179
5LXC	11626560	5.39793
3OMV	153999	5.0
2REI	17755052	5.0
4TPT	44259	5.03621
6YZ4	10113978	5.0
5AP1	24180719	5.0
6T6F	123631	5.0
4OR5	11617559	5.0
4EWH	9884685	5.0
4YNO	16722836	5.0
2DQ7	44259	7.48017
2NRU	11717001	5.0
3WAR	5494449	5.0
5LXC	151194	5.0
4PF4	11485656	5.0
6GR8	11626560	5.36652
6CD6	11485656	5.0
6GR8	6450551	8.85387
3ZFM	11626560	5.0
2REI	153999	5.0
2V7O	9933475	5.0
2W99	5291	5.0
4WB8	5494449	5.0
6YAT	11314340	5.0
1S9I	16725726	5.0
3S3I	4908365	5.0
4TPT	9884685	5.45592
4AF3	11338033	5.0
5J5T	24889392	5.0
4WB8	153999	5.2676
4RFM	11717001	5.0
2BUJ	3038522	5.0
3TXO	156422	5.0
6Y0A	11338033	5.0
6FEK	3062316	5.0
4JG8	9933475	5.0
5MJB	24180719	5.0
4EWH	11667893	5.0
6CMJ	208908	5.0
4L3L	10074640	5.0
3FXX	9926791	5.0
4WNO	5291	5.0
2A2A	11409972	5.0
4JG8	9884685	5.0
2OO8	123631	5.0
4UY9	208908	5.0
4A9U	156414	5.0
5ORL	3038522	5.0
3HNG	156422	6.38711
4MQ1	176870	5.0
3DAK	176155	5.0
4K33	5494449	6.06545
3CBL	11485656	5.0
2CMW	4908365	5.0
5U6B	11667893	5.0
2REI	11364421	5.0
5EFQ	123631	5.0
6Y0A	10074640	5.0
4YNO	126565	5.45592
2F57	156422	5.0
4IVA	11626560	6.53745
6YZ4	11617559	5.0
4YJT	10427712	5.0
6TCA	153999	5.0
3KN6	176870	5.0
6ZJF	3062316	5.0
6GZD	176870	5.0
2A2A	6918454	5.0
3ALO	123631	5.0
3WAR	16725726	5.0
3ZDU	126565	6.36643
3ZFM	11409972	6.88572
5BYZ	126565	5.95857
4MQ1	176155	5.0
6B5J	9884685	5.0
5A6N	126565	7.08566
5HID	3081361	5.0
2QLU	16722836	5.0
4B9D	24889392	5.0
2W99	16722836	5.30102
5VCZ	4908365	5.0
3G2F	9933475	5.0
2R2P	126565	5.22914
5BYZ	10427712	5.0
6QAV	11485656	5.0
6Y0A	176155	5.0
3G2F	644241	5.0
3S3I	11626560	5.0
4AF3	176870	5.85384
3CBL	11409972	6.44358
3G2F	156414	5.0
6FD3	11314340	5.0
5A6N	153999	5.0969
6JQR	42642645	7.95468
4KIK	3062316	5.0
3MY0	11364421	5.0
2R4B	16038120	6.55269
2DQ7	16725726	5.0
6BFN	4908365	6.65738
5NG0	176155	7.61798
5LWM	4908365	7.74232
4WNO	9884685	5.0
5L6P	10138260	5.0
6FYV	10074640	5.0
5ES1	10113978	5.0
2OO8	16725726	5.0
2F57	11667893	5.0
4PF4	4908365	5.30102
2WTK	16038120	5.0
3WAR	11364421	5.0
5U6C	156422	5.43179
4ITI	6450551	5.60204
7KAC	3038522	5.0
6SM8	123631	5.0
4I5P	5494449	5.0
5YKS	123631	5.0
6JPJ	156422	5.0
2F57	176870	5.0
5E8X	10074640	5.0
3W2P	24180719	5.0
6GRO	644241	5.0
4GV1	10138260	5.0
3ZDU	11667893	5.0
6SM8	11338033	5.0
6TGU	24889392	5.0
4FR4	4908365	5.0
2BUJ	10113978	6.44358
4ITI	5291	5.0
1XJD	17755052	5.0
6BFN	10427712	5.0
2J0I	176155	5.0
2F57	151194	5.0
2RKU	42642645	5.0
6FYR	156414	5.0
2XIK	11409972	5.92078
3PLS	6450551	5.0
4ZZN	11717001	5.0
6FYV	11617559	5.0
6ZJF	11667893	5.0
4ZZN	153999	5.0
4C57	10074640	5.0
4B6L	6450551	5.0
6YAT	11409972	5.52286
4GU6	3038522	5.0
4GV1	9933475	5.0
6BFN	11485656	5.0
4AF3	3062316	5.0
4WNO	11626560	5.99996
4QTB	156414	5.0
5UI0	5291	5.0
4JG8	16725726	5.0
2ZM3	10461815	5.0
5NG0	3062316	7.50724
4K33	16038120	6.92046
3FE3	24889392	5.0
6FYV	11485656	5.79585
6JPJ	3038522	5.0
4UXL	151194	5.0
6RA7	44259	8.31876
2R4B	11314340	5.0
6YAT	3081361	5.0
6NCG	5494449	5.0
4YNO	208908	5.0
5A6N	10138260	6.7693
4L3L	10113978	5.0
6P5M	44259	9.46852
3C0I	156422	5.0
4A9U	10138260	7.39686
6MOB	11667893	6.38711
3KUL	10461815	5.40892
1QPC	11617559	5.0
6FYR	151194	5.0
3PLS	17755052	5.0
5U6C	11667893	5.0
6CZ3	11364421	5.0
6JUU	16722836	6.18702
4ITI	9884685	5.0
3RNY	11409972	5.0
2R2P	9933475	5.0
3E7O	156422	8.13077
5LXC	156414	5.17392
4ZZN	11667893	5.0
3ZDU	3038522	5.0
3CBL	11314340	5.0
6CJE	42642645	8.42022
5AP1	11617559	5.0
4EWH	3038522	5.0
6GRO	10138260	6.24405
4UXL	44259	7.52143
6JQR	11667893	5.02227
6RA7	42642645	6.67757
5LWM	5494449	6.20059
1Y57	151194	5.0
2J0I	42642645	5.0
5NKG	5291	5.0
5NG0	3038522	5.0
5V5Y	11617559	5.0
6CMJ	11409972	6.65738
4C57	9926791	5.0
6FER	44259	7.37572
6GQQ	5494449	5.69895
1Y57	9933475	7.09098
6BG2	11626560	5.0
3QRJ	176155	5.0
6S73	24180719	5.0
5HVK	11667893	5.0
3BHH	10138260	5.63825
4K33	44259	6.5085
1S9I	24180719	5.95857
3OMV	16725726	5.0
2C47	10138260	6.10232
6BXI	11485656	5.0
7KAC	10138260	7.82102
6FEK	24889392	7.88273
2W4O	176155	5.0
5CEQ	10427712	5.0
4ZZN	5291	5.0
4RWI	3038522	5.0
6JPJ	153999	5.0
3DAK	3038522	5.0
6Y0A	16725726	5.0
3HNG	11338033	5.0
3O0G	11717001	5.0
4JG8	17755052	5.52286
6CZ3	25243800	5.99996
6P5M	42642645	5.7447
3QRJ	10138260	5.46851
5MYV	10138260	6.69875
5U6B	42642645	9.71444
5LXC	6918454	5.0
4PF4	5291	5.0
4AF3	6450551	7.95468
6ZR5	11364421	5.0
6C9H	16725726	5.0
6RSU	11717001	5.0
5QIN	3081361	5.0
4I5P	11626560	5.0
6MOB	9884685	5.0
6GRO	151194	5.0
6CZ3	123631	5.0
4WB8	156414	5.0
4OR5	176870	5.0
5H0B	5494449	5.2076
5ES1	156414	5.0
6GR8	4908365	5.52286
6NCG	3081361	5.0
4JG8	10427712	5.0
6MOB	3081361	5.69895
2EVA	4908365	8.13668
1CM8	10461815	5.0
4EWH	10461815	5.0
4QTB	3081361	5.0
4RFM	25243800	5.0
6X5G	11364421	5.88602
6BXI	42642645	5.0
4UXL	11338033	5.0
3IEC	5291	5.0
4OR5	6918454	5.0
2ZM3	4908365	5.95857
6FYR	42642645	5.0
3QRJ	3038522	5.0
6CJE	153999	5.0
6FER	3081361	6.49471
2EVA	11338033	5.0
5E8X	9884685	5.0
2HAK	11626560	5.0
4HOK	9926791	5.0
6FYV	44259	8.01323
3MDY	24889392	5.0
2X4F	153999	5.0
3MDY	10138260	5.43179
2DQ7	176155	5.0
5O0Y	16038120	5.0
4L3L	42642645	5.92078
3ZDU	16038120	5.0
4OR5	126565	6.27564
4AGU	9884685	5.0
2XIK	151194	5.0
3IEC	11667893	5.0
6YZ4	16725726	5.0
5I3R	6450551	5.99996
5J5T	3038522	5.0
6FER	176870	5.0
6TCA	42642645	5.0
4D2W	11626560	5.0
6JUU	3038522	5.0
6OP9	42642645	5.82388
2R4B	644241	5.0
2HAK	24889392	5.0
4WSQ	9933475	5.0
5VCZ	16038120	5.0
5JZN	176155	5.0
4FGB	10427712	5.0
3V8S	4908365	5.0
5HVK	9926791	5.0
3ENM	25243800	5.0
6GRO	126565	5.0
4ITI	42642645	6.07053
2J51	16725726	5.0
2DQ7	10461815	5.0
4UY9	4908365	5.0
2DQ7	3062316	9.05061
6B5J	11617559	5.0
3MY0	10113978	5.0
4WSQ	5494449	6.53745
6TGU	17755052	5.61977
5MYV	25243800	5.0
5CEQ	6450551	5.76953
6YZ4	9933475	5.0
5O0Y	10461815	5.0
2A2A	10427712	5.0
1CM8	17755052	5.0
4MQ1	11409972	5.0
2CMW	644241	5.0
6YZ4	10074640	5.0
2J0I	6918454	5.0
2J51	25243800	7.0752
5YKS	11338033	5.0
6SRH	17755052	5.0
2XIK	156422	5.0
3MY0	4908365	5.72122
6C9H	11626560	5.61977
6TCA	9884685	5.0
3ZDU	123631	5.0
2F57	5291	5.0
3QRJ	16725726	5.0
5H0B	3038522	5.0
4CRS	11717001	5.0
3ALO	644241	5.0
3O0G	176870	5.0
2NRU	24889392	5.0
6MOB	3062316	5.0
3S3I	644241	6.33715
2XYN	176870	6.69875
6GQQ	44259	6.65738
3BU3	3081361	5.0
6Y0A	156422	6.65738
5A6N	11409972	5.49484
4RWI	11717001	5.0
6ZR5	6450551	5.40892
4WNO	9933475	5.0
6ZJF	16722836	7.34582
6GQQ	16722836	5.28399
5I3R	123631	5.0
2IWI	17755052	5.0
3PP0	126565	5.0
4ASZ	3062316	5.0
4AF3	5494449	8.12494
6GQQ	208908	5.0
5YKS	151194	5.0
5L6P	11717001	5.0
6OP9	6918454	5.0
6T6F	156414	5.0
5ES1	9926791	5.0
2A2A	176155	5.0
6CD6	11667893	5.0
4WB8	11626560	5.0
3G2F	11338033	5.0
3MY0	16725726	5.0
2J51	10138260	6.33715
5MJB	176155	5.0
4EQU	42642645	9.20066
1CM8	24889392	5.0
6JUU	151194	5.35654
4AGU	17755052	5.0
1WAK	10138260	5.39793
4YJT	11667893	5.0
6D3K	17755052	5.0
5J5T	6450551	5.92078
5QIN	10427712	5.0
6FYR	11617559	5.0
3SOC	11485656	5.0
6FD3	5494449	5.48147
4AGU	10074640	5.0
6OP9	156414	6.67757
3FE3	3081361	5.0
4RWI	11485656	5.0
3FXZ	5494449	5.35654
3LCS	4908365	6.07567
4ZZN	10074640	5.0
4ZZN	10461815	5.0
3WAR	10461815	5.0
3MY0	17755052	5.0
5NG0	208908	5.44369
6P5M	9933475	5.0
4D2W	176155	5.0
4C57	9933475	5.76953
5CEQ	42642645	7.65561
1XJD	11409972	5.65756
4FGB	10074640	5.0
6FYV	6918454	5.0
5V5Y	9884685	5.0
2R4B	126565	5.85384
6FD3	126565	7.45469
6P5M	16722836	5.65756
5BYZ	11667893	5.0
1S9I	11364421	5.0
5U6C	6918454	5.0
2RKU	16722836	6.55269
5A6N	17755052	5.7447
3KN6	16038120	5.0
4B9D	11717001	5.0
1Y57	10138260	5.3098
4EQU	16725726	5.0
2WTK	3081361	5.0
1J1B	11338033	7.95468
3BHH	16038120	5.72122
5JZN	3081361	5.0
5E8X	9933475	5.76953
2R4B	5494449	5.0
6RUU	156414	5.52286
3OMV	10113978	6.04571
3FXZ	4908365	5.0
6URC	11364421	5.0
5VCZ	644241	5.0
6FER	11717001	5.0
6D3K	6918454	5.0
6RSU	208908	5.0
4D2W	5291	5.72122
3LCS	11409972	5.85384
4GU6	3062316	5.0
5J5T	126565	6.95821
6ZR5	10138260	5.0
5O0Y	44259	7.79317
4KS7	16722836	5.16114
4ASZ	4908365	6.92046
6P5M	16725726	6.69875
3ZDU	17755052	5.0
4ANB	153999	5.0
2A2A	11626560	5.0
2R2P	11364421	5.0
2I1M	16722836	6.20754
2EVA	11314340	6.19375
2VD5	176870	5.53759
6NCG	11717001	5.0
4FR4	24889392	5.0
5U6B	3081361	6.60189
1S9I	6918454	6.43168
6QAV	17755052	5.0
5LVO	11314340	5.0
3V8S	42642645	5.0
6BXI	6450551	5.0
3LCS	11717001	5.0
4KS7	44259	9.17393
2VD5	25243800	6.85356
3FXZ	3038522	5.0
4WSQ	5291	5.0
3FE3	10461815	5.0
3TXO	9926791	5.0
4WNO	11485656	5.0
3A7I	11626560	5.0
4IVA	9933475	5.0
3WAR	24889392	5.0
6ZJF	3038522	5.0
5JZN	176870	5.0
4D2W	10461815	5.0
2XIK	176155	5.0
4CRS	644241	5.0
2CMW	3062316	5.0
6JQR	24889392	8.05061
4UAK	11485656	5.0
3G2F	10461815	5.2076
7KAC	11667893	5.0
6GQQ	3038522	5.0
5VIL	24180719	5.0
3FE3	11338033	5.0
3S3I	6918454	5.0
6FYR	3062316	5.0
1QPC	3081361	7.767
2ZM3	11617559	5.0
5VDK	5291	5.0
2VD5	11626560	5.85384
3FXZ	11314340	5.82388
3BU3	9933475	5.0
1Y57	126565	6.19375
4WB8	10074640	5.0
3ZDU	5291	5.0
5I3R	5291	5.0
6NCG	10427712	5.0
2R4B	176155	5.31875
6CJE	11338033	5.0
6GRO	10461815	5.0
2OO8	10461815	5.17392
5CEQ	11364421	5.0
5UI0	10138260	6.10232
4I5P	17755052	5.0
